expected,m,=,2^20,,,,,,,,,
heap64,run#,24,origin,vertex,289937,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,25,origin,vertex,823216,39,39,0,40,#nodes_visited39,time(ms)=,2
heap64,run#,25,origin,vertex,823216,39,39,0,22,#nodes_visited39,time(ms)=,2
heap2,run#,26,origin,vertex,602768,6,6,0,0,#nodes_visited6,time(ms)=,2
heap64,run#,26,origin,vertex,602768,6,6,0,0,#nodes_visited6,time(ms)=,2
heap2,run#,27,origin,vertex,64024,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,27,origin,vertex,64024,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,28,origin,vertex,244076,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,28,origin,vertex,244076,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,29,origin,vertex,814737,7,7,0,0,#nodes_visited7,time(ms)=,2
heap64,run#,29,origin,vertex,814737,7,7,0,0,#nodes_visited7,time(ms)=,2
heap2,run#,30,origin,vertex,752540,96,96,0,194,#nodes_visited96,time(ms)=,2
heap64,run#,30,origin,vertex,752540,96,96,0,82,#nodes_visited96,time(ms)=,2
